Venue,Date,Time,Party Size,Status,Source,Guest Name,Visit Count,Lifetime Spend,Tags,Wait Time (min),No Show
"Park On Fremont",2025-12-20,17:30,3,Completed,Google,"Chase Wilson",2,669,"",0,No
"Park On Fremont",2025-12-20,22:30,5,Completed,Google,"Alexis Green",2,768,"Regular",0,No
"Park On Fremont",2025-12-20,23:00,4,Completed,Phone,"Samantha Lee",7,3051,"Regular; VIP",0,No
"Park On Fremont",2025-12-20,21:00,4,Completed,Instagram,"Ashley Lee",2,595,"",0,No
"Park On Fremont",2025-12-20,18:30,4,Completed,Google,"James Lewis",2,898,"",0,No
"Park On Fremont",2025-12-20,23:30,2,Completed,Google,"Tyler Lewis",1,171,"First Timer",0,No
"Park On Fremont",2025-12-20,21:30,5,Completed,Instagram,"Stephanie Green",3,1258,"",0,No
"Park On Fremont",2025-12-20,18:00,2,Completed,Walk-in,"Nicole Martinez",8,1787,"Regular",29,No
"Park On Fremont",2025-12-20,20:30,3,Completed,Google,"Austin Wright",2,740,"",0,No
"Park On Fremont",2025-12-20,20:30,5,Completed,Instagram,"Ashley Young",3,1508,"",0,No
"Park On Fremont",2025-12-20,17:30,5,Completed,SevenRooms,"Amanda Allen",11,6446,"Regular; VIP",0,No
"Park On Fremont",2025-12-20,20:00,3,Completed,Google,"Amanda Perez",12,3482,"Regular; VIP",0,No
"Park On Fremont",2025-12-20,20:00,4,Completed,Phone,"Jake King",6,2252,"Regular; VIP",0,No
"Park On Fremont",2025-12-20,23:30,5,Completed,SevenRooms,"Vanessa Wright",7,3051,"Regular; VIP",0,No
"Park On Fremont",2025-12-20,17:30,4,Completed,SevenRooms,"Rachel Nelson",8,3474,"Regular; VIP",0,No
"Park On Fremont",2025-12-20,17:30,3,Completed,Concierge,"Sarah Perez",2,502,"",0,No
"Park On Fremont",2025-12-20,23:00,4,Completed,SevenRooms,"Jessica Mitchell",2,881,"",0,No
"Park On Fremont",2025-12-20,20:00,4,Completed,Walk-in,"Marcus Martinez",7,3231,"Regular; VIP",19,No
"Park On Fremont",2025-12-20,21:00,2,Completed,SevenRooms,"Jennifer Clark",1,204,"First Timer",0,No
"Park On Fremont",2025-12-20,18:30,4,No Show,Google,"Vanessa Baker",2,574,"",0,Yes
"Park On Fremont",2025-12-20,21:00,4,Completed,Instagram,"Jordan Smith",2,729,"",0,No
"Park On Fremont",2025-12-20,19:30,3,Completed,SevenRooms,"Kevin Perez",10,2370,"Regular; VIP",0,No
"Park On Fremont",2025-12-20,18:30,5,Completed,Instagram,"Brittany Roberts",11,5156,"Regular; VIP",0,No
"Park On Fremont",2025-12-20,23:00,3,Completed,Walk-in,"Alexis Smith",9,3136,"Regular; VIP",14,No
"Park On Fremont",2025-12-20,20:30,2,Completed,SevenRooms,"Amanda Lewis",3,404,"",0,No
"Park On Fremont",2025-12-20,19:30,3,Completed,Instagram,"Maria Garcia",8,1632,"Regular",0,No
"Park On Fremont",2025-12-20,17:00,2,Completed,Google,"Travis Rodriguez",2,275,"",0,No
"Park On Fremont",2025-12-20,21:30,3,Completed,SevenRooms,"Ashley Brown",1,324,"First Timer",0,No
"Park On Fremont",2025-12-20,19:30,4,Completed,Walk-in,"Jennifer Carter",5,1433,"Regular",17,No
"Park On Fremont",2025-12-20,18:30,5,Completed,Concierge,"Derek Nelson",1,522,"First Timer",0,No
"La Mona Rosa",2025-12-20,23:30,3,Completed,Instagram,"Austin Phillips",5,1243,"",0,No
"La Mona Rosa",2025-12-20,22:00,5,Completed,Walk-in,"Nicole Thomas",3,1259,"",24,No
"La Mona Rosa",2025-12-20,17:00,5,No Show,Instagram,"Michael Johnson",7,3273,"Regular; VIP",0,Yes
"La Mona Rosa",2025-12-20,19:00,3,Completed,Phone,"Jake Lee",3,667,"Tourist",0,No
"La Mona Rosa",2025-12-20,22:00,4,Cancelled,Phone,"James Johnson",1,286,"First Timer",0,No
"La Mona Rosa",2025-12-20,20:00,3,Completed,SevenRooms,"Nicole Rodriguez",4,924,"",0,No
"La Mona Rosa",2025-12-20,18:00,4,Cancelled,Concierge,"Jennifer Turner",2,824,"",0,No
"La Mona Rosa",2025-12-20,18:00,3,Completed,Walk-in,"Kayla Scott",2,695,"",11,No
"La Mona Rosa",2025-12-20,21:30,4,Completed,Concierge,"Samantha Rodriguez",1,357,"First Timer",0,No
"La Mona Rosa",2025-12-20,17:00,3,Completed,SevenRooms,"Kevin Clark",3,1002,"",0,No
"La Mona Rosa",2025-12-20,17:30,4,Completed,SevenRooms,"Nicole Phillips",6,2088,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,21:00,3,Completed,SevenRooms,"Kevin Mitchell",2,571,"",0,No
"La Mona Rosa",2025-12-20,23:00,5,Completed,Google,"Jennifer Harris",2,808,"",0,No
"La Mona Rosa",2025-12-20,19:00,3,Cancelled,SevenRooms,"Tyler Davis",2,620,"",0,No
"La Mona Rosa",2025-12-20,17:00,4,Completed,Instagram,"Derek Perez",4,1299,"",0,No
"La Mona Rosa",2025-12-20,19:00,3,Completed,Google,"Ashley Smith",7,2553,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,17:30,5,Completed,Concierge,"Marcus Brown",1,502,"First Timer",0,No
"La Mona Rosa",2025-12-20,17:00,4,Completed,Phone,"Marcus Hill",9,3202,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,21:30,5,Completed,Concierge,"Kayla Anderson",3,1206,"",0,No
"La Mona Rosa",2025-12-20,19:30,5,Completed,Instagram,"Derek Wright",2,1187,"",0,No
"La Mona Rosa",2025-12-20,22:00,4,Completed,Walk-in,"Ashley Wright",3,930,"First Timer",12,No
"La Mona Rosa",2025-12-20,23:00,5,Completed,Phone,"Derek Smith",3,1672,"",0,No
"La Mona Rosa",2025-12-20,21:00,3,Completed,Instagram,"Maria Allen",2,419,"",0,No
"La Mona Rosa",2025-12-20,21:30,3,Completed,Walk-in,"Jennifer Smith",2,465,"",20,No
"La Mona Rosa",2025-12-20,23:30,3,Completed,Instagram,"Tyler Lee",1,362,"First Timer",0,No
"La Mona Rosa",2025-12-20,22:30,4,Completed,Google,"Vanessa Lee",9,2552,"Regular; VIP; Regular",0,No
"La Mona Rosa",2025-12-20,23:30,5,Completed,Google,"Maria Hill",2,886,"",0,No
"La Mona Rosa",2025-12-20,19:30,3,Completed,Phone,"Jordan Hall",2,657,"",0,No
"La Mona Rosa",2025-12-20,21:30,4,Completed,Instagram,"Megan Mitchell",2,647,"",0,No
"La Mona Rosa",2025-12-20,20:30,3,Completed,Google,"Brittany Clark",11,3156,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,20:30,5,Completed,Instagram,"Chase Harris",2,1143,"",0,No
"La Mona Rosa",2025-12-20,20:30,5,Completed,Walk-in,"Rachel Thomas",1,396,"First Timer",11,No
"La Mona Rosa",2025-12-20,19:00,4,Completed,Google,"Derek Lewis",3,1119,"",0,No
"La Mona Rosa",2025-12-20,18:30,4,Completed,Walk-in,"Rachel Wright",3,1403,"Local",20,No
"La Mona Rosa",2025-12-20,20:30,3,Completed,Google,"Lauren Wilson",3,618,"",0,No
"La Mona Rosa",2025-12-20,19:00,4,Completed,Concierge,"Nicole Clark",2,597,"",0,No
"La Mona Rosa",2025-12-20,23:00,3,No Show,Google,"Lauren Allen",1,230,"First Timer",0,Yes
"La Mona Rosa",2025-12-20,18:00,5,No Show,SevenRooms,"Vanessa Wright",2,932,"",0,Yes
"La Mona Rosa",2025-12-20,23:30,4,Completed,Walk-in,"Jordan Young",2,532,"",10,No
"La Mona Rosa",2025-12-20,19:30,3,Completed,Phone,"Sarah Garcia",3,800,"",0,No
"La Mona Rosa",2025-12-20,22:00,3,Completed,SevenRooms,"Jake Anderson",8,2560,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,19:00,5,Completed,Phone,"Chase Carter",5,2795,"VIP",0,No
"La Mona Rosa",2025-12-20,19:30,5,Completed,Concierge,"Travis Perez",2,1177,"",0,No
"La Mona Rosa",2025-12-20,17:00,3,Completed,SevenRooms,"Brandon Smith",2,424,"First Timer",0,No
"La Mona Rosa",2025-12-20,19:00,3,Completed,Phone,"Tyler Thomas",1,329,"First Timer",0,No
"La Mona Rosa",2025-12-20,23:30,4,No Show,Instagram,"Sarah Brown",9,2744,"Regular; VIP",0,Yes
"La Mona Rosa",2025-12-20,18:00,3,Completed,SevenRooms,"Amanda Phillips",1,349,"First Timer",0,No
"La Mona Rosa",2025-12-20,23:00,5,Completed,Instagram,"Alexis Martinez",12,5007,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,20:30,5,Completed,Phone,"Kayla Turner",7,3566,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,23:30,3,No Show,SevenRooms,"Vanessa Robinson",2,595,"First Timer",0,Yes
"La Mona Rosa",2025-12-20,18:30,4,Completed,Instagram,"Travis Hill",6,2460,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,22:00,4,Completed,Phone,"Stephanie Wright",1,418,"First Timer",0,No
"La Mona Rosa",2025-12-20,18:00,5,Completed,Concierge,"Rachel Brown",2,692,"",0,No
"La Mona Rosa",2025-12-20,20:30,3,Completed,Concierge,"Brandon Nelson",2,704,"",0,No
"La Mona Rosa",2025-12-20,23:00,4,No Show,Phone,"Ryan Lee",2,591,"",0,Yes
"La Mona Rosa",2025-12-20,20:00,2,Completed,Instagram,"Jake Nelson",2,371,"Bachelor/ette",0,No
"La Mona Rosa",2025-12-20,17:30,2,Completed,SevenRooms,"Maria Turner",2,490,"Birthday",0,No
"La Mona Rosa",2025-12-20,21:30,3,Completed,SevenRooms,"David Roberts",11,2972,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,19:00,4,Completed,SevenRooms,"Brittany Walker",6,1997,"Regular; Influencer",0,No
"La Mona Rosa",2025-12-20,22:00,5,Completed,Concierge,"Jennifer Hall",1,573,"First Timer",0,No
"La Mona Rosa",2025-12-20,19:00,3,Completed,Walk-in,"Chase Thomas",2,665,"",18,No
"La Mona Rosa",2025-12-20,17:00,3,Cancelled,Google,"Lauren Carter",8,1701,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,20:00,3,Completed,Concierge,"Rachel Roberts",11,2275,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,19:00,3,Completed,Phone,"Jake Brown",3,888,"",0,No
"La Mona Rosa",2025-12-20,22:00,3,Completed,SevenRooms,"Jessica Garcia",1,322,"First Timer",0,No
"La Mona Rosa",2025-12-20,23:30,3,Completed,Concierge,"Ashley Hall",5,1262,"",0,No
"La Mona Rosa",2025-12-20,19:00,3,Completed,Phone,"Marcus Green",2,597,"",0,No
"La Mona Rosa",2025-12-20,22:30,4,Completed,SevenRooms,"Sarah Lewis",1,359,"First Timer",0,No
"La Mona Rosa",2025-12-20,18:00,3,Completed,Walk-in,"Carlos Robinson",1,312,"First Timer",11,No
"La Mona Rosa",2025-12-20,19:00,2,Completed,SevenRooms,"Kayla Thomas",3,528,"",0,No
"La Mona Rosa",2025-12-20,23:00,3,Completed,Google,"Samantha Garcia",2,424,"",0,No
"La Mona Rosa",2025-12-20,18:30,5,Completed,Google,"Kayla Scott",2,1009,"",0,No
"La Mona Rosa",2025-12-20,19:30,5,Completed,SevenRooms,"Stephanie Hill",6,2936,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,17:00,4,Completed,Google,"Samantha Walker",2,783,"",0,No
"La Mona Rosa",2025-12-20,23:30,4,Completed,Phone,"Tyler Robinson",4,1787,"",0,No
"La Mona Rosa",2025-12-20,19:30,4,Completed,SevenRooms,"Kevin Anderson",3,992,"",0,No
"La Mona Rosa",2025-12-20,23:00,3,Completed,SevenRooms,"Jordan Perez",5,1797,"",0,No
"La Mona Rosa",2025-12-20,23:00,4,Completed,Instagram,"Travis Robinson",1,429,"First Timer; VIP",0,No
"La Mona Rosa",2025-12-20,17:30,4,No Show,Instagram,"Michael Brown",10,4591,"Regular; VIP",0,Yes
"La Mona Rosa",2025-12-20,17:00,3,Completed,Walk-in,"Tyler Young",2,555,"",17,No
"La Mona Rosa",2025-12-20,17:00,2,Completed,Phone,"Nicole Scott",3,555,"",0,No
"La Mona Rosa",2025-12-20,21:30,4,Completed,Instagram,"Tyler Robinson",3,990,"Regular",0,No
"La Mona Rosa",2025-12-20,20:00,5,No Show,Walk-in,"Derek Harris",10,4301,"Regular; VIP",23,Yes
"La Mona Rosa",2025-12-20,19:30,3,Completed,Phone,"Lauren Allen",7,2178,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,17:30,3,No Show,Instagram,"Rachel Scott",3,923,"",0,Yes
"La Mona Rosa",2025-12-20,19:00,5,Completed,Instagram,"Carlos Brown",3,1599,"",0,No
"La Mona Rosa",2025-12-20,21:30,4,Completed,Google,"Jake Scott",1,295,"First Timer",0,No
"La Mona Rosa",2025-12-20,21:30,4,Completed,Instagram,"Brittany Lee",6,2070,"Regular; VIP",0,No
"La Mona Rosa",2025-12-20,18:30,5,Cancelled,Concierge,"Ryan Turner",2,788,"",0,No
"La Mona Rosa",2025-12-20,20:30,4,Completed,Instagram,"Carlos Harris",2,847,"Corporate",0,No
"La Mona Rosa",2025-12-20,19:00,3,Cancelled,Google,"Megan Davis",2,474,"",0,No
"La Mona Rosa",2025-12-20,21:00,5,Completed,Walk-in,"Ashley Garcia",11,6759,"Regular; VIP",20,No
"Doberman Drawing Room",2025-12-20,21:30,2,No Show,Phone,"Chase Walker",2,907,"",0,Yes
"Doberman Drawing Room",2025-12-20,23:00,3,Completed,Walk-in,"Jordan Thomas",2,1370,"",3,No
"Doberman Drawing Room",2025-12-20,20:30,2,Completed,Walk-in,"Lauren Walker",2,795,"",6,No
"Doberman Drawing Room",2025-12-20,22:00,2,Completed,Phone,"Ashley Turner",11,3499,"Regular; VIP; Tourist",0,No
"Doberman Drawing Room",2025-12-20,23:00,4,Completed,Phone,"Rachel Lewis",1,730,"First Timer; Local",0,No
"Doberman Drawing Room",2025-12-20,22:00,3,Completed,Google,"Ashley Smith",2,834,"Local",0,No
"Doberman Drawing Room",2025-12-20,22:30,2,No Show,Walk-in,"Carlos King",1,460,"First Timer",3,Yes
"Doberman Drawing Room",2025-12-20,17:30,3,Cancelled,Phone,"Travis Green",3,1759,"",0,No
"Doberman Drawing Room",2025-12-20,22:00,2,Completed,SevenRooms,"Vanessa Anderson",6,2031,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,21:00,3,Completed,Concierge,"Rachel Roberts",10,5575,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,20:00,4,Completed,Instagram,"Marcus Hall",2,1654,"",0,No
"Doberman Drawing Room",2025-12-20,22:00,3,Completed,Google,"Megan Wilson",7,2655,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,18:00,3,Completed,Instagram,"Samantha Walker",2,1342,"",0,No
"Doberman Drawing Room",2025-12-20,21:30,3,Completed,Phone,"David Hall",1,499,"First Timer",0,No
"Doberman Drawing Room",2025-12-20,21:00,3,Completed,Concierge,"David Clark",1,552,"First Timer; VIP",0,No
"Doberman Drawing Room",2025-12-20,23:30,4,Completed,Google,"Kevin Young",2,1535,"Birthday",0,No
"Doberman Drawing Room",2025-12-20,18:00,4,Completed,Concierge,"Austin Allen",7,6479,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,22:00,2,Completed,SevenRooms,"Kayla Mitchell",6,1636,"Regular; Corporate",0,No
"Doberman Drawing Room",2025-12-20,21:30,2,Completed,Phone,"David Clark",4,1560,"",0,No
"Doberman Drawing Room",2025-12-20,18:00,4,Completed,Instagram,"Sarah Phillips",2,1824,"",0,No
"Doberman Drawing Room",2025-12-20,22:30,3,Completed,Walk-in,"Marcus Robinson",2,1215,"Corporate",7,No
"Doberman Drawing Room",2025-12-20,22:00,3,Completed,Concierge,"Brandon Wilson",2,1216,"",0,No
"Doberman Drawing Room",2025-12-20,20:00,3,Completed,Phone,"Jordan Anderson",2,763,"",0,No
"Doberman Drawing Room",2025-12-20,20:00,4,No Show,Instagram,"Chase King",2,1079,"",0,Yes
"Doberman Drawing Room",2025-12-20,20:30,3,No Show,Google,"Brandon Nelson",1,699,"First Timer",0,Yes
"Doberman Drawing Room",2025-12-20,22:00,2,Completed,Concierge,"Jennifer Green",10,4130,"Regular; VIP; Influencer",0,No
"Doberman Drawing Room",2025-12-20,20:30,2,Completed,Concierge,"Jessica Perez",1,299,"First Timer; Birthday",0,No
"Doberman Drawing Room",2025-12-20,23:30,3,Completed,Walk-in,"Rachel Mitchell",2,983,"",6,No
"Doberman Drawing Room",2025-12-20,22:00,3,Completed,SevenRooms,"Michael Baker",3,1965,"Industry",0,No
"Doberman Drawing Room",2025-12-20,19:30,2,Completed,Walk-in,"Megan Hall",2,787,"",7,No
"Doberman Drawing Room",2025-12-20,23:00,3,Completed,Concierge,"David Nelson",2,860,"",0,No
"Doberman Drawing Room",2025-12-20,21:30,3,Completed,SevenRooms,"Carlos Wilson",3,1473,"",0,No
"Doberman Drawing Room",2025-12-20,18:00,4,Completed,Phone,"Chase Phillips",2,1256,"Local",0,No
"Doberman Drawing Room",2025-12-20,21:00,3,No Show,Google,"Michael Lee",11,7516,"Regular; VIP",0,Yes
"Doberman Drawing Room",2025-12-20,20:00,4,Completed,Walk-in,"Travis Mitchell",9,7682,"Regular; VIP",6,No
"Doberman Drawing Room",2025-12-20,20:30,4,Completed,Concierge,"Alexis Carter",3,2645,"VIP",0,No
"Doberman Drawing Room",2025-12-20,22:30,2,Completed,Instagram,"Megan Lee",2,621,"",0,No
"Doberman Drawing Room",2025-12-20,18:00,2,Completed,Google,"Kayla Garcia",11,2938,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,17:30,4,Completed,Concierge,"Kevin Hall",3,2527,"VIP",0,No
"Doberman Drawing Room",2025-12-20,19:30,4,Completed,Instagram,"Lauren Perez",2,1085,"",0,No
"Doberman Drawing Room",2025-12-20,22:00,3,Completed,SevenRooms,"Nicole Nelson",3,1580,"",0,No
"Doberman Drawing Room",2025-12-20,19:30,4,Completed,Instagram,"James Allen",9,6044,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,21:00,4,Completed,Instagram,"Kevin Wright",11,6187,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,21:30,4,No Show,SevenRooms,"Brandon Thomas",2,1421,"",0,Yes
"Doberman Drawing Room",2025-12-20,22:30,4,Completed,SevenRooms,"Robert Roberts",2,1250,"",0,No
"Doberman Drawing Room",2025-12-20,22:30,4,Completed,Instagram,"Nicole Wright",2,1678,"",0,No
"Doberman Drawing Room",2025-12-20,18:30,3,Completed,Instagram,"Stephanie Phillips",1,439,"First Timer",0,No
"Doberman Drawing Room",2025-12-20,21:00,3,Completed,Instagram,"Tyler Wright",12,6659,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,20:00,3,Completed,Concierge,"Maria Young",3,1825,"",0,No
"Doberman Drawing Room",2025-12-20,19:30,4,No Show,Google,"Robert Wright",1,696,"First Timer",0,Yes
"Doberman Drawing Room",2025-12-20,18:30,4,Completed,SevenRooms,"Amanda Garcia",10,6719,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,20:30,3,Completed,Instagram,"Lauren Lewis",1,687,"First Timer",0,No
"Doberman Drawing Room",2025-12-20,19:30,3,Completed,SevenRooms,"David Wilson",10,3889,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,22:30,3,Completed,Google,"Ryan King",4,1632,"",0,No
"Doberman Drawing Room",2025-12-20,23:30,3,Completed,Concierge,"James Allen",1,425,"First Timer",0,No
"Doberman Drawing Room",2025-12-20,17:30,3,Completed,Google,"Jessica Brown",7,4033,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,18:00,3,Completed,SevenRooms,"Nicole Brown",12,7453,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,21:30,3,Completed,Instagram,"Jessica Wright",3,1157,"",0,No
"Doberman Drawing Room",2025-12-20,18:00,2,Completed,Instagram,"Brandon Carter",2,787,"",0,No
"Doberman Drawing Room",2025-12-20,18:30,3,Completed,Walk-in,"Kayla Rodriguez",3,1291,"",3,No
"Doberman Drawing Room",2025-12-20,21:00,4,Completed,Concierge,"Nicole Smith",9,6707,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,23:30,2,Cancelled,Walk-in,"Sarah Martinez",3,900,"",5,No
"Doberman Drawing Room",2025-12-20,23:30,3,Completed,Phone,"Megan Nelson",2,943,"",0,No
"Doberman Drawing Room",2025-12-20,21:30,2,Completed,Phone,"Travis Clark",8,3448,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-20,20:00,4,Completed,Phone,"Vanessa Allen",2,1667,"Corporate",0,No
"Doberman Drawing Room",2025-12-20,19:00,4,Completed,Walk-in,"Jake Brown",3,2714,"VIP",6,No
"We All Scream",2025-12-20,17:30,5,Completed,Concierge,"Amanda Carter",10,4472,"Regular; VIP; Birthday",0,No
"We All Scream",2025-12-20,21:30,4,Completed,Phone,"Ashley Walker",3,1324,"",0,No
"We All Scream",2025-12-20,19:00,3,No Show,Google,"Chase Johnson",6,1516,"Regular",0,Yes
"We All Scream",2025-12-20,22:30,5,Completed,Phone,"Ashley Roberts",2,1215,"Regular",0,No
"We All Scream",2025-12-20,17:00,4,Cancelled,Instagram,"Michael Young",2,977,"",0,No
"We All Scream",2025-12-20,20:00,6,Completed,Instagram,"Ryan Lee",4,2890,"VIP",0,No
"We All Scream",2025-12-20,21:00,4,Completed,Phone,"Brandon Thomas",7,2412,"Regular; VIP; High Roller",0,No
"We All Scream",2025-12-20,18:00,3,Completed,Concierge,"Brittany Young",3,1042,"",0,No
"We All Scream",2025-12-20,17:30,3,Completed,Phone,"Kayla Garcia",2,512,"",0,No
"We All Scream",2025-12-20,23:00,5,Cancelled,Google,"Ryan Roberts",6,3609,"Regular; VIP",0,No
"We All Scream",2025-12-20,21:00,7,Completed,SevenRooms,"Chase Mitchell",2,1676,"",0,No
"We All Scream",2025-12-20,19:30,5,No Show,Google,"Kevin Anderson",11,6592,"Regular; VIP",0,Yes
"We All Scream",2025-12-20,17:00,5,Completed,Phone,"Samantha Harris",2,1020,"",0,No
"We All Scream",2025-12-20,18:00,7,Completed,Google,"Robert Clark",3,1920,"",0,No
"We All Scream",2025-12-20,19:30,4,Completed,Google,"Brittany Hall",2,707,"",0,No
"We All Scream",2025-12-20,22:30,6,Completed,Walk-in,"Vanessa Turner",2,815,"",26,No
"We All Scream",2025-12-20,23:30,3,Completed,Walk-in,"Rachel Wright",3,924,"",34,No
"We All Scream",2025-12-20,18:00,6,Completed,Instagram,"Kevin Baker",2,1452,"Birthday",0,No
"We All Scream",2025-12-20,23:30,7,Completed,Concierge,"Stephanie Roberts",3,1578,"",0,No
"We All Scream",2025-12-20,19:00,4,Completed,Google,"Samantha Johnson",3,1173,"",0,No
"We All Scream",2025-12-20,20:30,4,Completed,Instagram,"Ashley Wright",2,752,"Date Night",0,No
"We All Scream",2025-12-20,18:30,5,Completed,Walk-in,"Tyler Smith",9,3743,"Regular; VIP",36,No
"We All Scream",2025-12-20,18:00,7,No Show,SevenRooms,"Alexis Carter",2,1229,"",0,Yes
"We All Scream",2025-12-20,18:30,4,Completed,Google,"Brandon Roberts",6,1987,"Regular",0,No
"We All Scream",2025-12-20,19:00,3,Completed,Phone,"Michael Baker",1,253,"First Timer",0,No
"We All Scream",2025-12-20,21:30,4,Completed,Phone,"Chase Smith",2,535,"",0,No
"We All Scream",2025-12-20,17:30,5,Completed,Phone,"Vanessa Allen",5,2076,"VIP; Corporate",0,No
"We All Scream",2025-12-20,19:30,5,Completed,Walk-in,"Nicole Phillips",6,3172,"Regular; VIP",26,No
"We All Scream",2025-12-20,20:00,6,Completed,Walk-in,"Sarah Allen",1,539,"First Timer",32,No
"We All Scream",2025-12-20,23:00,6,Completed,Phone,"Megan Baker",1,413,"First Timer",0,No
"We All Scream",2025-12-20,17:00,7,Completed,Concierge,"Brittany Walker",3,1447,"Industry",0,No
"We All Scream",2025-12-20,23:00,5,Completed,Google,"Kevin Clark",7,3328,"Regular; VIP",0,No
"We All Scream",2025-12-20,22:30,7,Completed,Walk-in,"Alexis Nelson",5,3816,"VIP",16,No
"We All Scream",2025-12-20,23:00,4,Completed,Phone,"Michael Smith",3,855,"",0,No
"We All Scream",2025-12-20,17:30,6,Completed,Concierge,"James Martinez",2,1413,"",0,No
"We All Scream",2025-12-20,21:30,3,Completed,Concierge,"Nicole Hall",6,1568,"Regular",0,No
"Discopussy",2025-12-20,22:30,5,Completed,Walk-in,"Carlos Roberts",1,564,"First Timer",10,No
"Discopussy",2025-12-20,19:30,3,Completed,Phone,"Carlos King",5,1835,"",0,No
"Discopussy",2025-12-20,20:30,5,Completed,Instagram,"Jennifer Baker",11,4228,"Regular; VIP",0,No
"Discopussy",2025-12-20,18:30,6,Completed,Concierge,"Jessica Johnson",1,623,"First Timer",0,No
"Discopussy",2025-12-20,18:00,5,Completed,Phone,"Maria Allen",2,1035,"",0,No
"Discopussy",2025-12-20,23:00,5,Completed,Google,"Brittany Wright",3,1175,"",0,No
"Discopussy",2025-12-20,18:00,5,Completed,Instagram,"Jennifer Hall",3,1691,"",0,No
"Discopussy",2025-12-20,18:00,6,Completed,Phone,"Austin Brown",1,446,"First Timer",0,No
"Discopussy",2025-12-20,21:30,3,Cancelled,Google,"Amanda Davis",2,627,"",0,No
"Discopussy",2025-12-20,21:00,5,Completed,Concierge,"Marcus Phillips",1,443,"First Timer; Bachelor/ette",0,No
"Discopussy",2025-12-20,21:00,6,Completed,Concierge,"Amanda Harris",2,1398,"",0,No
"Discopussy",2025-12-20,21:30,4,Completed,Concierge,"Sarah Baker",2,583,"",0,No
"Discopussy",2025-12-20,22:00,5,Completed,Phone,"Tyler Turner",5,2705,"VIP; Industry",0,No
"Discopussy",2025-12-20,19:30,5,Completed,Phone,"Jake Wright",1,564,"First Timer",0,No
"Discopussy",2025-12-20,21:30,3,Completed,Phone,"Vanessa Roberts",1,370,"First Timer",0,No
"Discopussy",2025-12-20,22:00,4,Completed,Walk-in,"Carlos Baker",5,2304,"VIP",19,No
"Discopussy",2025-12-20,21:30,5,No Show,Walk-in,"Brandon Harris",8,3363,"Regular; VIP; Industry",26,Yes
"Discopussy",2025-12-20,19:00,4,Completed,Walk-in,"Kevin Young",2,862,"",14,No
"Discopussy",2025-12-20,18:30,5,Completed,Instagram,"Travis Davis",1,484,"First Timer",0,No
"Discopussy",2025-12-20,22:30,3,Completed,Google,"Austin Hill",5,1318,"",0,No
"Discopussy",2025-12-20,19:30,3,Completed,SevenRooms,"David Mitchell",2,406,"",0,No
"Discopussy",2025-12-20,23:30,3,Completed,Phone,"Ashley King",2,619,"",0,No
"Discopussy",2025-12-20,19:00,6,Completed,Phone,"James Rodriguez",1,493,"First Timer",0,No
"Discopussy",2025-12-20,23:00,3,Completed,Google,"Kevin King",4,1024,"",0,No
"Discopussy",2025-12-20,22:00,3,Completed,SevenRooms,"Jennifer Clark",8,2742,"Regular; VIP",0,No
"Discopussy",2025-12-20,23:00,6,Completed,SevenRooms,"Travis Mitchell",6,3922,"Regular; VIP",0,No
"Discopussy",2025-12-20,19:00,5,Completed,Instagram,"James Carter",3,1069,"",0,No
"Discopussy",2025-12-20,20:00,5,Completed,Walk-in,"Chase Roberts",1,369,"First Timer",11,No
"Discopussy",2025-12-20,22:00,4,Completed,SevenRooms,"Ryan Allen",2,848,"",0,No
"Discopussy",2025-12-20,22:30,4,Completed,Phone,"Jessica Mitchell",7,2360,"Regular; VIP",0,No
"Discopussy",2025-12-20,18:00,6,Completed,Phone,"Marcus Baker",2,1362,"",0,No
"Discopussy",2025-12-20,22:30,3,Completed,Instagram,"David Wilson",11,3445,"Regular; VIP",0,No
